Status/Delivery Method,Capacity,Seats Taken,Seats Remaining,CRN,Course Code,Course Name,Credits,Class Days,Class Start Time,Class End Time,Class Location,Exam Days,Exam Start Time,Exam End Time,Exam Location,Instructor,Term Length
closed,21,0,5,15679,ENC 1102,Composition II,3,T R,12:00pm,01:15pm,Merwin Hall 127,,,,,"Szczesny, P.",Full Term
closed,21,0,4,15852,ENC 1102,Composition II,3,T R,03:00pm,04:15pm,Whitaker Hall 131,,,,,"Wright, B.",Full Term
closed,25,0,2,14601,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Mavridou-Hernandez, K.",Full Term
distance learning,25,12,5,10673,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Bledsoe, C.",Full Term
distance learning,25,22,5,10674,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Bledsoe, C.",Full Term
closed,25,0,0,14602,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Mavridou-Hernandez, K.",Full Term
closed,25,0,5,14603,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Forrest, G.",Full Term
closed,25,0,4,14604,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Forrest, G.",Full Term
distance learning,25,23,5,14606,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Griffin, C.",Full Term
closed,25,0,5,15585,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Rallo, R.",Full Term
distance learning,25,17,5,15588,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Weatherford, E.",Full Term
closed,25,0,5,15590,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Weatherford, E.",Full Term
closed,25,0,5,15591,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Weidenbacher, M.",Full Term
distance learning,25,15,5,15579,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Griffin, J.",Full Term
distance learning,25,21,5,15580,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Towne, A.",Full Term
distance learning,25,24,5,15581,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Towne, A.",Full Term
closed,25,0,5,15583,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Marks, J.",Full Term
distance learning,25,15,5,15584,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Rallo, R.",Full Term
closed,25,0,4,14581,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Beeson, R.",Full Term
closed,25,0,5,14585,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Beeson, R.",Full Term
closed,25,0,3,14586,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Beeson, R.",Full Term
distance learning,25,25,5,15217,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Griffin, C.",Full Term
distance learning,25,21,5,15222,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Griffin, J.",Full Term
distance learning,25,20,5,13997,ENC 3250,Professional Writing,3,,,,Online (Virtual),,,,,"Bledsoe, C.",Full Term
on campus,25,15,5,13431,ENC 3404,Advanced Writing and Editing,3,T R,10:30am,11:45am,Whitaker Hall 269,,,,,"Bledsoe, C.",Full Term
on campus,15,9,0,10712,ENC 6745,Seminar in CompositionPedagogy,3,M,04:30pm,07:15pm,Merwin Hall 203,F,03:00pm,05:15pm,Merwin Hall 203,"Cornelius, L.",Full Term
closed,25,0,4,10708,ENG 3014,Methods of Lit & Cult Studies,3,T R,01:30pm,02:45pm,Online (Virtual),T,12:30pm,02:45pm,Online (Virtual),"Von Cannon, J.",Full Term
on campus,25,8,5,10707,ENG 3014,Methods of Lit & Cult Studies,3,T R,09:00am,10:15am,University Library Classroom 464,R,07:30am,09:45am,University Library Classroom 464,"Von Cannon, J.",Full Term
closed,25,0,5,15650,ENG 4114,Film Adaptation,3,T R,10:30am,11:45am,University Library Classroom 467,,,,,"Degas, A.",Full Term
closed,1,0,0,16230,ENG 4906,Individual Research,3,,,,Off Campus Site TBA TBA,,,,,"Cornelius, L.",Full Term
off campus,1,1,0,15149,ENG 4906,IR: Japanese Language & Cultur,1,,,,Off Campus Site TBA TBA,,,,,STAFF,Full Term
on campus,25,10,0,10710,ENG 4930,Senior Seminar,3,T R,01:30pm,02:45pm,Merwin Hall 103,T,12:30pm,02:45pm,Merwin Hall 107,"Sugimori, M.",Full Term
on campus,20,10,0,10711,ENG 4930,Senior Seminar,3,T R,09:00am,10:15am,Merwin Hall 127,R,07:30am,09:45am,Merwin Hall 127,"Sugimori, M.",Full Term
off campus,25,22,0,12226,ENG 4940,English Internship,1,,,,Off Campus Site TBA TBA,,,,,"Jackson, K.",Full Term
off campus,1,1,0,13186,ENG 6940,English Masters Internship,0,,,,Off Campus Site TBA TBA,,,,,"Von Cannon, M.",Full Term
on campus,15,10,5,13412,ENG 6950,English Masters Capstone,3,M,04:30pm,07:15pm,Merwin Hall 102,F,03:00pm,05:15pm,Merwin Hall 102,"Mendible, M.",Full Term
distance learning,25,1,5,15569,ENL 2012,British Literature/Culture I,3,,,,Online (Virtual),,,,,"Dieppa, A.",Full Term
distance learning,25,13,5,14598,ENL 2012,British Literature/Culture I,3,,,,Online (Virtual),,,,,"Dieppa, A.",Full Term
on campus,30,9,5,15501,ENL 3270,20th Cent British Lit &Culture,3,T R,10:30am,11:45am,Merwin Hall 218,T,10:00am,12:15pm,Merwin Hall 218,"Mattison, L.",Full Term
on campus,25,1,5,15481,ENL 4294,Topics in Brit Lit post-1800,3,W,01:30pm,04:15pm,Merwin Hall 102,,,,,"Mattison, L.",Full Term
on campus,15,4,5,15504,ENL 6508,British Literature after 1800,3,T,04:30pm,07:15pm,Merwin Hall 203,T,03:00pm,05:15pm,Merwin Hall 203,"Mattison, L.",Full Term
closed,30,0,3,14689,ENT 2000,Intro to Entrepreneurship,3,,,,Online (Virtual),,,,,"Alexakis, G.",Session A
on campus,30,1,5,13858,ENT 2000,Intro to Entrepreneurship,3,M W,10:30am,11:45am,Lucas Hall 232,,,,,"King-Cretot, J.",Full Term
on campus,30,11,5,13857,ENT 2000,Intro to Entrepreneurship,3,M W,12:00pm,01:15pm,Lucas Hall 325,S,08:15pm,10:30pm,Lucas Hall 325,"Vanselow, S.",Full Term
closed,30,0,5,13855,ENT 2000,Intro to Entrepreneurship,3,,,,Online (Virtual),,,,,"Alexakis, G.",Session B
on campus,30,6,5,14691,ENT 2000,Intro to Entrepreneurship,3,T R,09:00am,10:15am,Lucas Hall 232,,,,,"Garrahan, J.",Full Term
closed,30,0,5,11150,ENT 2000,Intro to Entrepreneurship,3,T R,12:00pm,01:15pm,Lucas Hall 233,,,,,"Stout, A.",Full Term
closed,30,0,5,11151,ENT 2000,Intro to Entrepreneurship,3,T R,10:30am,11:45am,Lucas Hall 232,,,,,"Stout, A.",Full Term
on campus,30,8,5,13861,ENT 3004,Entrepreneurship & Creativity,3,T R,12:00pm,01:15pm,Lucas Hall 232,,,,,"Lennertz, R.",Full Term
on campus,30,20,5,13864,ENT 3004,Entrepreneurship & Creativity,3,T R,03:00pm,04:15pm,Lucas Hall 233,,,,,"Smith, B.",Full Term
on campus,30,23,5,13866,ENT 3004,Entrepreneurship & Creativity,3,W,05:30pm,08:15pm,Lucas Hall 325,,,,,"Vanselow, S.",Session B
closed,30,0,1,15380,ENT 3004,Entrepreneurship & Creativity,3,,,,Online (Virtual),,,,,"Teague, B.",Full Term
on campus,30,2,5,11155,ENT 3004,Entrepreneurship & Creativity,3,T R,01:30pm,02:45pm,Lucas Hall 232,,,,,"Lennertz, R.",Full Term
on campus,30,11,5,13862,ENT 3004,Entrepreneurship & Creativity,3,M W,10:30am,11:45am,Lucas Hall 233,,,,,"Bole, R.",Full Term
on campus,30,11,5,13863,ENT 3004,Entrepreneurship & Creativity,3,M W,12:00pm,01:15pm,Lucas Hall 232,,,,,"Lennertz, R.",Full Term
on campus,30,11,0,16240,ENT 3114,New Venture Laboratory,3,M W,03:00pm,04:15pm,Lucas Hall 232,,,,,"Bole, R.",Full Term
closed,33,-1,0,15651,ENT 3114,New Venture Laboratory,3,,,,Online (Virtual),,,,,"Teague, B.",Full Term
closed,35,0,0,13872,ENT 3114,New Venture Laboratory,3,T R,01:30pm,02:45pm,Lucas Hall 233,,,,,"Bole, R.",Full Term
closed,33,0,0,15027,ENT 3114,New Venture Laboratory,3,,,,Online (Virtual),,,,,"Teague, B.",Full Term
on campus,35,2,0,13870,ENT 3114,New Venture Laboratory,3,T R,09:00am,10:15am,Lucas Hall 325,,,,,"Relf, S.",Full Term
closed,30,0,5,14680,ENT 3121,Entrepreneurial Mindset,3,M W,03:00pm,04:15pm,Lucas Hall 233,,,,,"Robb, C.",Full Term
closed,30,0,5,15117,ENT 3121,Entrepreneurial Mindset,3,M W,12:00pm,01:15pm,Lucas Hall 233,W,08:15pm,10:30pm,Lucas Hall 233,"Robb, C.",Full Term
closed,30,0,0,14681,ENT 3121,Entrepreneurial Mindset,3,T R,10:30am,11:45am,Lucas Hall 233,,,,,"Bole, R.",Full Term
on campus,30,15,5,13874,ENT 3121,Entrepreneurial Mindset,3,F,10:30am,01:15pm,Lucas Hall 232,S,08:15pm,10:30pm,Lucas Hall 232,"King-Cretot, J.",Full Term
on campus,30,3,5,15382,ENT 3204,Scaling Ventures,3,W,10:30am,01:15pm,Lucas Hall 326,,,,,"Rist, B.",Full Term
on campus,30,17,5,14217,ENT 3204,Scaling Ventures,3,F,10:30am,01:15pm,Lucas Hall 233,S,08:15pm,10:30pm,Lucas Hall 233,"Tsakas, S.",Full Term
closed,30,0,2,15379,ENT 3204,Scaling Ventures,3,,,,Online (Virtual),,,,,"Rose, A.",Session A
on campus,30,1,5,13879,ENT 3204,Scaling Ventures,3,T R,12:00pm,01:15pm,Lucas Hall 325,R,10:00am,12:15pm,Lucas Hall 325,"Garrahan, J.",Full Term
closed,30,0,3,14963,ENT 3204,Scaling Ventures,3,,,,Online (Virtual),,,,,"Rose, A.",Session B
closed,35,0,5,14707,ENT 3243,Promoting New Ventures,3,T R,01:30pm,02:45pm,Lucas Hall 326,,,,,"Stout, A.",Full Term
closed,30,0,5,16225,ENT 3243,Promoting New Ventures,3,,,,Online (Virtual),,,,,"Stout, A.",Full Term
closed,35,0,3,15166,ENT 3243,Promoting New Ventures,3,M,10:30am,01:15pm,Lucas Hall 326,,,,,"Stout, A.",Full Term
closed,30,0,5,13881,ENT 3273,Foundational Startup Skills,3,M W,01:30pm,02:45pm,Lucas Hall 326,,,,,"Occhiuto, J.",Full Term
distance learning,25,2,5,16245,ENT 3273,Foundational Startup Skills,3,,,,Online (Virtual),,,,,"Desrosiers, G.",Full Term
on campus,30,15,5,14966,ENT 3273,Foundational Startup Skills,3,F,01:30pm,04:15pm,Lucas Hall 233,,,,,"Gabauer, D.",Full Term
on campus,30,7,5,13882,ENT 3273,Foundational Startup Skills,3,W,05:30pm,08:15pm,Lucas Hall 233,,,,,"Desrosiers, G.",Full Term
closed,30,0,5,13883,ENT 3273,Foundational Startup Skills,3,T R,03:00pm,04:15pm,Lucas Hall 326,,,,,"Justima, F.",Full Term
on campus,30,6,5,15378,ENT 3402,Blockchain Applications,3,T,05:30pm,08:15pm,Lucas Hall 232,,,,,"Werder, K.",Session B
closed,30,0,5,13884,ENT 3414,Innovative Decision Making,3,T R,03:00pm,04:15pm,Lucas Hall 232,R,12:30pm,02:45pm,Lucas Hall 232,"Vo, H.",Full Term
closed,30,-2,0,15280,ENT 3414,Innovative Decision Making,3,,,,Online (Virtual),,,,,"King-Cretot, J.",Full Term
on campus,30,7,5,14684,ENT 3414,Innovative Decision Making,3,M,05:30pm,08:15pm,Lucas Hall 232,,,,,"Ryan, J.",Full Term
closed,30,0,1,14700,ENT 3422,Venture Funding,3,T R,10:30am,11:45am,Lucas Hall 326,T,10:00am,12:15pm,Lucas Hall 326,"Vo, H.",Full Term
closed,30,0,4,15193,ENT 3422,Venture Funding,3,W,05:30pm,08:15pm,Lucas Hall 325,,,,,"Lamb, M.",Session A
closed,30,0,4,13886,ENT 3422,Venture Funding,3,T R,09:00am,10:15am,Lucas Hall 326,R,07:30am,09:45am,Lucas Hall 326,"Vo, H.",Full Term
on campus,25,21,5,16292,ENT 3503,Social Entrepreneurship,3,T,05:30pm,08:15pm,Lucas Hall 233,,,,,STAFF,Full Term
closed,30,0,4,15384,ENT 3503,Social Entrepreneurship,3,M W,10:30am,11:45am,Lucas Hall 325,,,,,"McManus, S.",Full Term
closed,30,0,0,15377,ENT 3503,Social Entrepreneurship,3,,,,Online (Virtual),,,,,"King-Cretot, J.",Full Term
on campus,25,1,5,14967,ENT 3503,Social Entrepreneurship,3,F,10:30am,01:15pm,Lucas Hall 326,,,,,"McManus, S.",Full Term
closed,30,0,3,14956,ENT 3503,Social Entrepreneurship,3,T R,12:00pm,01:15pm,Lucas Hall 326,,,,,"Pustizzi, D.",Full Term
on campus,25,24,5,16293,ENT 3603,Visual Software Development,3,W,05:30pm,08:15pm,Lucas Hall 232,,,,,STAFF,Full Term
closed,30,0,4,14296,ENT 3607,Innovation by Design,3,F,10:30am,01:15pm,Lucas Hall 325,,,,,"Kelly, S.",Full Term
on campus,30,8,5,13891,ENT 3607,Innovation by Design,3,M W,03:00pm,04:15pm,Lucas Hall 326,F,08:15pm,10:30pm,Lucas Hall 326,"Vanselow, S.",Full Term
closed,30,0,3,14955,ENT 3607,Innovation by Design,3,T,05:30pm,08:15pm,Lucas Hall 232,,,,,"Cofer, T.",Session A
closed,30,0,2,15381,ENT 3607,Innovation by Design,3,,,,Online (Virtual),,,,,"Vanselow, S.",Full Term
on campus,30,3,5,13895,ENT 3618,Digital Technologies,3,T R,09:00am,10:15am,Lucas Hall 233,,,,,"Bole, R.",Full Term
closed,30,0,5,13894,ENT 3618,Digital Technologies,3,,,,Online (Virtual),,,,,"Rose, A.",Session B
closed,30,0,5,13896,ENT 3618,Digital Technologies,3,M W,01:30pm,02:45pm,Lucas Hall 233,,,,,"Bole, R.",Full Term
closed,30,0,5,15026,ENT 3618,Digital Technologies,3,,,,Online (Virtual),,,,,"Schepke, J.",Full Term
closed,35,0,1,13897,ENT 4205,Founder's Dilemmas,3,T R,10:30am,11:45am,Lucas Hall 325,,,,,"Lennertz, R.",Full Term
on campus,30,7,5,13898,ENT 4305,Legal Strategies in Startups,3,M,05:30pm,08:15pm,Lucas Hall 326,,,,,"Neale, P.",Full Term
closed,30,0,0,15383,ENT 4305,Legal Strategies in Startups,3,,,,Online (Virtual),,,,,"Neale, P.",Session B
distance learning,1,1,0,15282,ENT 4901,Independent Study,3,,,,Online (Virtual),,,,,"Lortie, J.",Session B
distance learning,1,1,0,15147,ENT 4901,Independent Study,3,,,,Online (Virtual),,,,,"Lortie, J.",Full Term
distance learning,20,20,0,13900,ENT 4902,Runway Program Seminar,3,,,,Online (Virtual),,,,,"Kelly, S.",Full Term
distance learning,25,22,0,13902,ENT 4943,Internship,1,,,,Online (Virtual),,,,,"Rose, A.",Full Term
distance learning,15,15,0,15281,ENT 4943,Internship,1,,,,Online (Virtual),,,,,"Rose, A.",Session B
on campus,20,9,4,14713,ENT 6441,New Venture Launch,3,M,05:30pm,08:15pm,Lucas Hall 233,,,,,"Robb, C.",Full Term
on campus,20,15,4,14714,ENT 6606,MVP Design and Development,3,T,05:30pm,08:15pm,Lucas Hall 326,,,,,"Lortie, J.",Full Term
closed,1,0,0,14697,ENT 6902,Runway Program Seminar,3,,,,Online (Virtual),,,,,"Bole, R.",Full Term
closed,1,0,0,14717,ENT 6903,Independent Study,3,,,,Online (Virtual),,,,,"Lortie, J.",Full Term
closed,35,0,0,10400,ENV 3006C,Fundamentals of Environ Engrg,3,M W F,09:30am,10:55am,Holmes Engineering 434,M W F,09:30am,10:55am,Holmes Engineering 439,"Danley, A.",Full Term
closed,42,0,0,10401,ENV 3006C,Fundamentals of Environ Engrg,3,M W F,01:30pm,02:55pm,Holmes Engineering 439,M W F,01:30pm,02:55pm,Holmes Engineering 434,"Komisar, S.",Full Term
on campus,36,22,0,10405,ENV 3502C,Water Treatment Engineering,3,T R,07:30am,09:45am,Holmes Engineering 439,R,07:30am,09:45am,Holmes Engineering 439,"Kim, J.",Full Term
on campus,36,25,0,11951,ENV 4612C,Sustainability in Engineering,3,T R,08:00am,10:15am,Holmes Engineering 230,R,07:30am,09:45am,Holmes Engineering 230,"Karatum, O.",Full Term
closed,36,-1,0,12184,ENV 4612C,Sustainability in Engineering,3,M W,11:00am,01:15pm,Holmes Engineering 330,F,10:00am,12:15pm,Holmes Engineering 330,"Danley, A.",Full Term
on campus,30,22,0,10402,ENV 4891,Envir Engr Senior Design,3,T,01:30pm,04:15pm,Holmes Engineering 433,,,,,"Kim, J.",Full Term
on campus,10,7,0,12527,ENV 6516,Sustainable Water Quality Engr,3,M W,04:30pm,05:45pm,Holmes Engineering 433,,,,,"Karatum, O.",Full Term
on campus,27,9,0,15779,ENY 4701C,Forensic Entomology,3,T R,10:30am,12:45pm,Whitaker Hall 111,T,10:00am,12:15pm,Whitaker Hall 111,"Fassbender, J.",Full Term
closed,72,0,0,15029,ESC 1000C,Intro Earth Science,3,T R,03:30pm,05:45pm,Online (Virtual),,,,,"Ercolani, C.",Full Term
closed,72,0,0,10160,ESC 1000C,Intro Earth Science,3,T R,10:30am,12:45pm,Online (Virtual),,,,,"Ercolani, C.",Full Term
on campus,36,28,0,16289,ESC 1000C,Intro Earth Science,3,T R,01:00pm,03:15pm,Academic Building Nine 220B,T,12:30pm,02:45pm,Academic Building Nine 220B,"Daly, C.",Full Term
closed,36,0,0,12546,ESC 1000C,Intro Earth Science,3,M W,08:00am,10:15am,Academic Building Nine 220A,,,,,"Kankarla, V.",Full Term
closed,72,0,0,16028,ESC 1000C,Intro Earth Science,3,M W,08:00am,10:15am,Online (Virtual),,,,,"Bebeau, C.",Full Term
closed,72,0,0,14258,ESC 1000C,Intro Earth Science,3,T R,10:30am,12:45pm,Seidler Hall 335,,,,,"Maisch, H.",Full Term
closed,25,0,4,14939,EUH 2012,Roman Republic and Empire,3,T R,12:00pm,01:15pm,Merwin Hall 124,R,10:00am,12:15pm,Merwin Hall 124,"Penuel, J.",Full Term
closed,25,0,3,15451,EUH 2021,Medieval European History,3,,,,Online (Virtual),,,,,"Patch, J.",Full Term
closed,32,0,0,15460,EUH 3233,European Travelers,3,T R,10:30am,11:45am,Reed Hall 146,T,10:00am,12:15pm,Reed Hall 146,"Bouldin, E.",Full Term
closed,32,0,0,14662,EUH 4280,Europe in World War II,3,R,04:30pm,07:15pm,Online (Virtual),R,03:00pm,05:15pm,Online (Virtual),"Baxa, P.",Full Term
on campus,36,2,0,14934,EVR 1001C,Intro. Environmental Science,3,T R,01:00pm,03:15pm,Academic Building Nine 220A,R,12:30pm,02:45pm,Academic Building Nine 220A,"O'Connell, J.",Full Term
closed,72,0,0,14933,EVR 1001C,Intro. Environmental Science,3,,,,Online (Virtual),,,,,"Wilkinson, A.",Full Term
on campus,72,57,5,15961,EVR 1001C,Intro. Environmental Science,3,F,08:00am,12:30pm,Seidler Hall 335,S,07:30am,09:45am,Seidler Hall 114,"Kankarla, V.",Full Term
closed,72,0,0,12900,EVR 1001C,Intro. Environmental Science,3,,,,Online (Virtual),,,,,"Green, D.",Full Term
on campus,36,1,0,10171,EVR 1001C,Intro. Environmental Science,3,T R,10:30am,12:45pm,Academic Building Nine 220A,T,10:00am,12:15pm,Academic Building Nine 220A,"O'Connell, J.",Full Term
closed,72,-1,0,10180,EVR 1001C,Intro. Environmental Science,3,,,,Online (Virtual),,,,,"Evers, C.",Full Term
on campus,72,7,5,10195,EVR 1001C,Intro. Environmental Science,3,M W,03:30pm,05:45pm,Seidler Hall 335,F,03:00pm,05:15pm,Seidler Hall 335,"O'Connell, J.",Full Term
closed,38,0,0,10174,EVR 2264,Environmental Health,3,,,,Online (Virtual),,,,,"Wilkinson, A.",Full Term
closed,38,-1,0,10175,EVR 2264,Environmental Health,3,,,,Online (Virtual),,,,,"Wilkinson, A.",Full Term
on campus,38,1,0,15877,EVR 2861,Intro to Environmental Policy,3,T R,09:00am,10:15am,Academic Building Nine 214,,,,,"Munien, S.",Full Term
on campus,38,12,0,12553,EVR 2861,Intro to Environmental Policy,3,M W F,11:30am,12:20pm,Academic Building Nine 113,S,10:00am,12:15pm,Academic Building Nine 113,"Amadu, F.",Full Term
on campus,25,9,0,12557,EVR 3002,Overview Environmental Studies,1,R,01:30pm,02:20pm,Academic Building Nine 211,R,12:30pm,02:45pm,Academic Building Nine 211,"Nation, M.",Full Term
on campus,25,18,0,16165,EVR 3002,Overview Environmental Studies,1,R,01:30pm,02:20pm,Academic Building Nine 211,R,12:30pm,02:45pm,Academic Building Nine 211,"Wilkinson, A.",Full Term
closed,30,0,5,10145,EVR 3020,Environmental Philosophies,3,T R,01:30pm,02:45pm,Academic Building Nine 214,T,12:30pm,02:45pm,Academic Building Nine 214,"Rajwade, A.",Full Term
closed,32,0,0,15480,EVR 3712,Regional Environmental Studies,3,T R,10:30am,11:45am,Academic Building Nine 211,T,10:00am,12:15pm,Academic Building Nine 211,"Everham, E.",Full Term
on campus,32,10,0,12555,EVR 3712,Regional Environmental Studies,3,T R,01:30pm,02:45pm,Academic Building Nine 112,,,,,"Charles, J.",Full Term
on campus,20,20,0,16254,EVR 4024C,Microbial Ecology,3,M W,01:00pm,03:15pm,Academic Building Nine 410,F,12:30pm,02:45pm,Academic Building Nine 410,"Urakawa, H.",Full Term
closed,32,0,3,12558,EVR 4043C,Environmental GIS,3,W,01:00pm,05:30pm,Academic Building Nine 309,,,,,"Bhatt, D.",Full Term
on campus,35,7,7,12556,EVR 4326,Environmental Studies Capstone,3,F,08:00am,12:30pm,Academic Building Nine 220A,S,07:30am,09:45am,Academic Building Nine 220A,"Evers, C.",Full Term
on campus,32,14,0,15469,EVR 4418,Environmental Policy: Wildlife,3,T R,01:30pm,02:45pm,Academic Building Nine 207,,,,,"Carpenter, S.",Full Term
on campus,30,5,0,15474,EVR 4423,Teach & Learn Outdoors,3,F,01:30pm,04:15pm,Academic Building Nine 112,S,12:30pm,02:45pm,Academic Building Nine 112,"Jackson, S.",Full Term
off campus,3,3,0,16303,EVR 4905,DS:Research in Enviro. Studies,3,,,,Off Campus Site TBA TBA,,,,,"Durso, A.",Full Term
off campus,2,1,0,16081,EVR 4905,DS:Hurricane Impact Coast Ecol,2,,,,Off Campus Site TBA TBA,,,,,"Richards, J.",Full Term
off campus,3,3,0,16096,EVR 4905,DS:Research in Plant Science,1,,,,Off Campus Site TBA TBA,,,,,"Griffis, J.",Full Term
distance learning,25,25,0,10163,EVR 4910,Sr Proj Rsch Environ Studies,2,W,03:30pm,05:10pm,Online (Virtual),,,,,"Duke, L.",Full Term
distance learning,16,16,0,10164,EVR 4911,Sr Prj Present Envir Studies,1,W,03:30pm,04:20pm,Online (Virtual),,,,,"Duke, L.",Full Term
on campus,32,5,0,12902,EVR 4920,CT:Visiting Lecturer Series,1,F,03:00pm,03:50pm,Academic Building Nine 106,,,,,"Duke, L.",Full Term
on campus,25,8,0,15899,EVR 4920,CT:Big Data In Enviro. Ecology,1,T,03:30pm,04:20pm,Academic Building Nine 309,,,,,"Li, Z.",Full Term
on campus,32,4,0,15178,EVR 4920,CT:Environmental Perceptions,1,T,09:30am,10:20am,Academic Building Nine 113,,,,,"Carpenter, S.",Full Term
on campus,32,1,0,15262,EVR 4920,CT:Land Use and Ecology,1,R,03:30pm,04:20pm,Academic Building Nine 214,R,03:00pm,05:15pm,Academic Building Nine 214,"Munien, S.",Full Term
on campus,25,13,0,15911,EVR 4924,Environmental Education,3,W,01:30pm,04:15pm,Academic Building Nine 214,,,,,"Rajwade, A.",Full Term
on campus,18,5,0,15470,EVR 4930,ST:Land Use and GIS,3,T R,04:30pm,05:45pm,Academic Building Nine 309,T,03:00pm,05:15pm,Academic Building Nine 309,"Munien, S.",Full Term
on campus,18,12,5,13869,EVR 4930,ST:Plant Tissue Culture,3,T R,04:30pm,05:45pm,Academic Building Nine 207,T,03:00pm,05:15pm,Academic Building Nine 207,"Griffis, J.",Full Term
on campus,16,8,0,15701,EVR 4930,ST:Environ Program Evaluation,3,M,04:30pm,07:15pm,Academic Building Nine 113,F,03:00pm,05:15pm,Academic Building Nine 113,"Amadu, F.",Full Term
on campus,15,9,0,10165,EVR 4940,Internship in Environ Studies,3,W,05:30pm,06:20pm,Academic Building Nine 214,,,,,"Nation, M.",Full Term
on campus,25,14,0,15476,EVR 6022,Environmental Rsch Methodology,3,R,06:00pm,08:45pm,Academic Building Nine 220A,R,05:45pm,08:00pm,Academic Building Nine 220A,"Thomas, S.",Full Term
on campus,10,6,0,12559,EVR 6825,Environ Program Evaluation,3,M,04:30pm,07:15pm,Academic Building Nine 113,F,03:00pm,05:15pm,Academic Building Nine 113,"Amadu, F.",Full Term
off campus,3,3,0,16294,EVR 6907,DS:Mass Spectrmtry Contaminant,2,,,,Off Campus Site TBA TBA,,,,,"May, M.",Full Term
on campus,5,5,0,15142,EVR 6907,DS:Microbial Ecology,3,M W,01:00pm,03:15pm,Academic Building Nine 410,F,12:30pm,02:45pm,Academic Building Nine 410,"Urakawa, H.",Full Term
